번호,파일명,단순분류,정상확률,포트홀확률,신뢰도,CP예측집합,CP클래스,CP클래스번호,이미지경로
1450,frame_1449.png,포트홀,0.2971,0.7029,0.7029,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1449.png
1451,frame_1450.png,포트홀,0.2955,0.7045,0.7045,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1450.png
1452,frame_1451.png,포트홀,0.2982,0.7018,0.7018,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1451.png
1453,frame_1452.png,포트홀,0.2953,0.7047,0.7047,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1452.png
1454,frame_1453.png,포트홀,0.3117,0.6883,0.6883,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1453.png
1455,frame_1454.png,포트홀,0.3196,0.6804,0.6804,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1454.png
1456,frame_1455.png,포트홀,0.3252,0.6748,0.6748,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1455.png
1457,frame_1456.png,포트홀,0.3541,0.6459,0.6459,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1456.png
1458,frame_1457.png,포트홀,0.3459,0.6541,0.6541,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1457.png
1459,frame_1458.png,포트홀,0.3430,0.6570,0.6570,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1458.png
1460,frame_1459.png,포트홀,0.3425,0.6575,0.6575,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1459.png
1461,frame_1460.png,포트홀,0.3476,0.6524,0.6524,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1460.png
1462,frame_1461.png,포트홀,0.3429,0.6571,0.6571,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1461.png
1463,frame_1462.png,포트홀,0.3191,0.6809,0.6809,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1462.png
1464,frame_1463.png,포트홀,0.3043,0.6957,0.6957,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1463.png
1465,frame_1464.png,포트홀,0.3182,0.6818,0.6818,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1464.png
1466,frame_1465.png,포트홀,0.3178,0.6822,0.6822,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1465.png
1467,frame_1466.png,포트홀,0.3197,0.6803,0.6803,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1466.png
1468,frame_1467.png,포트홀,0.3328,0.6672,0.6672,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1467.png
1469,frame_1468.png,포트홀,0.3337,0.6663,0.6663,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1468.png
1470,frame_1469.png,포트홀,0.3323,0.6677,0.6677,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1469.png
1471,frame_1470.png,포트홀,0.3302,0.6698,0.6698,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1470.png
1472,frame_1471.png,포트홀,0.3268,0.6732,0.6732,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1471.png
1473,frame_1472.png,포트홀,0.3448,0.6552,0.6552,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1472.png
1474,frame_1473.png,포트홀,0.3362,0.6638,0.6638,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1473.png
1475,frame_1474.png,포트홀,0.3285,0.6715,0.6715,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1474.png
1476,frame_1475.png,포트홀,0.3200,0.6800,0.6800,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1475.png
1477,frame_1476.png,포트홀,0.3233,0.6767,0.6767,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1476.png
1478,frame_1477.png,포트홀,0.3334,0.6666,0.6666,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1477.png
1479,frame_1478.png,포트홀,0.3306,0.6694,0.6694,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1478.png
1480,frame_1479.png,포트홀,0.3833,0.6167,0.6167,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1479.png
1481,frame_1480.png,포트홀,0.3648,0.6352,0.6352,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1480.png
1482,frame_1481.png,포트홀,0.3759,0.6241,0.6241,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1481.png
1483,frame_1482.png,포트홀,0.3936,0.6064,0.6064,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1482.png
1484,frame_1483.png,포트홀,0.4338,0.5662,0.5662,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1483.png
1485,frame_1484.png,포트홀,0.4035,0.5965,0.5965,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1484.png
1486,frame_1485.png,포트홀,0.3948,0.6052,0.6052,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1485.png
1487,frame_1486.png,포트홀,0.3655,0.6345,0.6345,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1486.png
1488,frame_1487.png,포트홀,0.3729,0.6271,0.6271,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1487.png
1489,frame_1488.png,포트홀,0.3523,0.6477,0.6477,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1488.png
1490,frame_1489.png,포트홀,0.3534,0.6466,0.6466,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1489.png
1491,frame_1490.png,포트홀,0.3816,0.6184,0.6184,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1490.png
1492,frame_1491.png,포트홀,0.3808,0.6192,0.6192,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1491.png
1493,frame_1492.png,포트홀,0.3750,0.6250,0.6250,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1492.png
1494,frame_1493.png,포트홀,0.3530,0.6470,0.6470,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1493.png
1495,frame_1494.png,포트홀,0.3866,0.6134,0.6134,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1494.png
1496,frame_1495.png,포트홀,0.3860,0.6140,0.6140,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1495.png
1497,frame_1496.png,포트홀,0.3947,0.6053,0.6053,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1496.png
1498,frame_1497.png,포트홀,0.3839,0.6161,0.6161,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1497.png
1499,frame_1498.png,포트홀,0.3878,0.6122,0.6122,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1498.png
1500,frame_1499.png,포트홀,0.3905,0.6095,0.6095,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1499.png
1501,frame_1500.png,포트홀,0.4397,0.5603,0.5603,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1500.png
1502,frame_1501.png,포트홀,0.3947,0.6053,0.6053,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1501.png
1503,frame_1502.png,포트홀,0.3954,0.6046,0.6046,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1502.png
1504,frame_1503.png,포트홀,0.3740,0.6260,0.6260,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1503.png
1505,frame_1504.png,포트홀,0.3674,0.6326,0.6326,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1504.png
1506,frame_1505.png,포트홀,0.3651,0.6349,0.6349,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1505.png
1507,frame_1506.png,포트홀,0.3575,0.6425,0.6425,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1506.png
1508,frame_1507.png,포트홀,0.3620,0.6380,0.6380,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1507.png
1509,frame_1508.png,포트홀,0.3910,0.6090,0.6090,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1508.png
1510,frame_1509.png,포트홀,0.4057,0.5943,0.5943,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1509.png
1511,frame_1510.png,포트홀,0.3969,0.6031,0.6031,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1510.png
1512,frame_1511.png,포트홀,0.3841,0.6159,0.6159,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1511.png
1513,frame_1512.png,포트홀,0.3960,0.6040,0.6040,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1512.png
1514,frame_1513.png,포트홀,0.4217,0.5783,0.5783,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1513.png
1515,frame_1514.png,포트홀,0.4070,0.5930,0.5930,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1514.png
1516,frame_1515.png,포트홀,0.3976,0.6024,0.6024,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1515.png
1517,frame_1516.png,포트홀,0.3747,0.6253,0.6253,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1516.png
1518,frame_1517.png,포트홀,0.3659,0.6341,0.6341,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1517.png
1519,frame_1518.png,포트홀,0.3846,0.6154,0.6154,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1518.png
1520,frame_1519.png,포트홀,0.3437,0.6563,0.6563,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1519.png
1521,frame_1520.png,포트홀,0.4156,0.5844,0.5844,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1520.png
1522,frame_1521.png,포트홀,0.3965,0.6035,0.6035,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1521.png
1523,frame_1522.png,포트홀,0.3742,0.6258,0.6258,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1522.png
1524,frame_1523.png,포트홀,0.3824,0.6176,0.6176,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1523.png
1525,frame_1524.png,포트홀,0.3822,0.6178,0.6178,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1524.png
1526,frame_1525.png,포트홀,0.3635,0.6365,0.6365,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1525.png
1527,frame_1526.png,포트홀,0.3572,0.6428,0.6428,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1526.png
1528,frame_1527.png,포트홀,0.3466,0.6534,0.6534,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1527.png
1529,frame_1528.png,포트홀,0.3464,0.6536,0.6536,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1528.png
1530,frame_1529.png,포트홀,0.3769,0.6231,0.6231,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1529.png
1531,frame_1530.png,포트홀,0.3548,0.6452,0.6452,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1530.png
1532,frame_1531.png,포트홀,0.3525,0.6475,0.6475,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1531.png
1533,frame_1532.png,포트홀,0.3704,0.6296,0.6296,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1532.png
1534,frame_1533.png,포트홀,0.3594,0.6406,0.6406,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1533.png
1535,frame_1534.png,포트홀,0.3629,0.6371,0.6371,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1534.png
1536,frame_1535.png,포트홀,0.3661,0.6339,0.6339,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1535.png
1537,frame_1536.png,포트홀,0.3571,0.6429,0.6429,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1536.png
1538,frame_1537.png,포트홀,0.3483,0.6517,0.6517,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1537.png
1539,frame_1538.png,포트홀,0.3889,0.6111,0.6111,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1538.png
1540,frame_1539.png,포트홀,0.3828,0.6172,0.6172,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1539.png
1541,frame_1540.png,포트홀,0.4058,0.5942,0.5942,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1540.png
1542,frame_1541.png,포트홀,0.3722,0.6278,0.6278,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1541.png
1543,frame_1542.png,포트홀,0.3717,0.6283,0.6283,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1542.png
1544,frame_1543.png,포트홀,0.3525,0.6475,0.6475,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1543.png
1545,frame_1544.png,포트홀,0.3408,0.6592,0.6592,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1544.png
1546,frame_1545.png,포트홀,0.3244,0.6756,0.6756,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1545.png
1547,frame_1546.png,포트홀,0.3430,0.6570,0.6570,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1546.png
1548,frame_1547.png,포트홀,0.3294,0.6706,0.6706,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1547.png
1549,frame_1548.png,포트홀,0.3155,0.6845,0.6845,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1548.png
1550,frame_1549.png,포트홀,0.3307,0.6693,0.6693,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1549.png
1551,frame_1550.png,포트홀,0.3204,0.6796,0.6796,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1550.png
1552,frame_1551.png,포트홀,0.3455,0.6545,0.6545,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1551.png
1553,frame_1552.png,포트홀,0.3495,0.6505,0.6505,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1552.png
1554,frame_1553.png,포트홀,0.3650,0.6350,0.6350,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1553.png
1555,frame_1554.png,포트홀,0.3698,0.6302,0.6302,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1554.png
1556,frame_1555.png,포트홀,0.3719,0.6281,0.6281,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1555.png
1557,frame_1556.png,포트홀,0.3747,0.6253,0.6253,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1556.png
1558,frame_1557.png,포트홀,0.3872,0.6128,0.6128,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1557.png
1559,frame_1558.png,포트홀,0.3600,0.6400,0.6400,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1558.png
1560,frame_1559.png,포트홀,0.3517,0.6483,0.6483,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1559.png
1561,frame_1560.png,포트홀,0.3311,0.6689,0.6689,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1560.png
1562,frame_1561.png,포트홀,0.3368,0.6632,0.6632,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1561.png
1563,frame_1562.png,포트홀,0.3137,0.6863,0.6863,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1562.png
1564,frame_1563.png,포트홀,0.3275,0.6725,0.6725,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1563.png
1565,frame_1564.png,포트홀,0.3564,0.6436,0.6436,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1564.png
1566,frame_1565.png,포트홀,0.3180,0.6820,0.6820,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1565.png
1567,frame_1566.png,포트홀,0.3328,0.6672,0.6672,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1566.png
1568,frame_1567.png,포트홀,0.3399,0.6601,0.6601,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1567.png
1569,frame_1568.png,포트홀,0.3383,0.6617,0.6617,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1568.png
1570,frame_1569.png,포트홀,0.3570,0.6430,0.6430,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1569.png
1571,frame_1570.png,포트홀,0.3747,0.6253,0.6253,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1570.png
1572,frame_1571.png,포트홀,0.3568,0.6432,0.6432,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1571.png
1573,frame_1572.png,포트홀,0.3501,0.6499,0.6499,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1572.png
1574,frame_1573.png,포트홀,0.4372,0.5628,0.5628,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1573.png
1575,frame_1574.png,포트홀,0.4113,0.5887,0.5887,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1574.png
1576,frame_1575.png,포트홀,0.4200,0.5800,0.5800,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1575.png
1577,frame_1576.png,포트홀,0.3893,0.6107,0.6107,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1576.png
1578,frame_1577.png,포트홀,0.3497,0.6503,0.6503,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1577.png
1579,frame_1578.png,포트홀,0.3480,0.6520,0.6520,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1578.png
1580,frame_1579.png,포트홀,0.3693,0.6307,0.6307,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1579.png
1581,frame_1580.png,포트홀,0.3858,0.6142,0.6142,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1580.png
1582,frame_1581.png,포트홀,0.3931,0.6069,0.6069,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1581.png
1583,frame_1582.png,포트홀,0.4126,0.5874,0.5874,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1582.png
1584,frame_1583.png,포트홀,0.4145,0.5855,0.5855,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1583.png
1585,frame_1584.png,포트홀,0.3914,0.6086,0.6086,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1584.png
1586,frame_1585.png,포트홀,0.3914,0.6086,0.6086,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1585.png
1587,frame_1586.png,포트홀,0.3844,0.6156,0.6156,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1586.png
1588,frame_1587.png,포트홀,0.3598,0.6402,0.6402,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1587.png
1589,frame_1588.png,포트홀,0.3824,0.6176,0.6176,{1},확실한 포트홀,3,C:\Users\Dell3571\Desktop\PROJECTS\pothole-pipeline\sample_maker\extracted_frames\frame_1588.png
